"hive";"internal";"external";"board";"temp1";"temp2";"temp3";"temp4";"temp5";"operational";"panel";"cell";"weight";"latitude";"longitude";"altitude";"temperature";"pressure";"humidity";"rain_level";"wind_direction";"wind_speed";"wind_speed_mean";"wind_speed_max";"wind_direction_at_max_speed";"flow";"date"
"AAA00354976091004203";3367;1356;1431;;;;;;0;12055;4299;27213;45.7275;9.7127;304;;;;;;;;;;1;"2023-04-12 10:12:00+02"
"AAA00354976091004203";3367;1368;1443;;;;;;0;12055;4286;27286;45.7275;9.7127;304;;;;;;;;;;2;"2023-04-12 10:27:04+02"
"AAA00354976091004203";3392;1387;1468;;;;;;0;12055;4292;27286;45.7275;9.7127;299;;;;;;;;;;1;"2023-04-12 10:42:11+02"
"AAA00354976091004203";3406;1412;1493;;;;;;0;12055;4292;27213;45.7275;9.7127;299;;;;;;;;;;3;"2023-04-12 10:57:15+02"
"AAA00354976091004203";3401;1431;1556;;;;;;0;12120;4286;27140;45.7275;9.7127;299;;;;;;;;;;1;"2023-04-12 11:12:21+02"
"AAA00354976091004203";3405;1462;1556;;;;;;0;12055;4299;27213;45.7275;9.7127;299;;;;;;;;;;6;"2023-04-12 11:27:26+02"
"AAA00354976091004203";3416;1487;1587;;;;;;0;12055;4299;27213;45.7275;9.7127;299;;;;;;;;;;3;"2023-04-12 11:42:28+02"
"AAA00354976091004203";3413;1512;1606;;;;;;0;12055;4292;27213;45.7275;9.7127;299;;;;;;;;;;6;"2023-04-12 11:57:32+02"
"AAA00354976091004203";3410;1537;1631;;;;;;0;12055;4299;27067;45.7275;9.7127;299;;;;;;;;;;4;"2023-04-12 12:12:36+02"
"AAA00354976091004203";3404;1562;1656;;;;;;0;12055;4292;27140;45.7275;9.7127;299;;;;;;;;;;21;"2023-04-12 12:27:40+02"
"AAA00354976091004203";3410;1600;1693;;;;;;0;12055;4292;27140;45.7275;9.7127;299;;;;;;;;;;17;"2023-04-12 12:42:50+02"
"AAA00354976091004203";3391;1631;1731;;;;;;0;12055;4299;27140;45.7275;9.7127;299;;;;;;;;;;14;"2023-04-12 12:57:54+02"
"AAA00354976091004203";3402;1662;1762;;;;;;0;12055;4292;26994;45.7275;9.7127;299;;;;;;;;;;76;"2023-04-12 13:12:59+02"
"AAA00354976091004203";3398;1700;1806;;;;;;0;12055;4299;26994;45.7275;9.7127;299;;;;;;;;;;263;"2023-04-12 13:28:04+02"
"AAA00354976091004203";3385;1743;1856;;;;;;0;12055;4292;26922;45.7275;9.7127;299;;;;;;;;;;404;"2023-04-12 13:43:06+02"
"AAA00354976091004203";3395;1781;1887;;;;;;0;12055;4299;26994;45.7275;9.7127;299;;;;;;;;;;498;"2023-04-12 13:58:12+02"
"AAA00354976091004203";3402;1818;1918;;;;;;0;12055;4292;26922;45.7275;9.7127;299;;;;;;;;;;511;"2023-04-12 14:13:17+02"
"AAA00354976091004203";3389;1850;1950;;;;;;0;12055;4292;26776;45.7275;9.7127;299;;;;;;;;;;553;"2023-04-12 14:28:21+02"
"AAA00354976091004203";3396;1875;1968;;;;;;0;12055;4299;26776;45.7275;9.7126;305;;;;;;;;;;502;"2023-04-12 14:43:28+02"
"AAA00354976091004203";3397;1900;1987;;;;;;0;12055;4299;26703;45.7275;9.7126;305;;;;;;;;;;479;"2023-04-12 14:58:33+02"
"AAA00354976091004203";3418;1918;2043;;;;;;0;12120;4292;26703;45.7275;9.7126;305;;;;;;;;;;313;"2023-04-12 15:13:38+02"
"AAA00354976091004203";3423;1925;2012;;;;;;0;12055;4299;26703;45.7275;9.7126;305;;;;;;;;;;211;"2023-04-12 15:28:44+02"
"AAA00354976091004203";3425;1937;2018;;;;;;0;12055;4299;26630;45.7275;9.7126;305;;;;;;;;;;161;"2023-04-12 15:43:45+02"
"AAA00354976091004203";3434;1943;2012;;;;;;0;12055;4292;26776;45.7275;9.7126;305;;;;;;;;;;164;"2023-04-12 15:58:49+02"
"AAA00354976091004203";3422;1943;2012;;;;;;0;12055;4299;26776;45.7275;9.7126;305;;;;;;;;;;218;"2023-04-12 16:13:54+02"
"AAA00354976091004203";3427;1943;2018;;;;;;0;12055;4299;26703;45.7275;9.7126;305;;;;;;;;;;289;"2023-04-12 16:28:58+02"
"AAA00354976091004203";3426;1956;2025;;;;;;0;12055;4299;26703;45.7275;9.7126;305;;;;;;;;;;204;"2023-04-12 16:44:06+02"
"AAA00354976091004203";3427;1950;2018;;;;;;0;12055;4299;26630;45.7275;9.7126;305;;;;;;;;;;180;"2023-04-12 16:59:13+02"
"AAA00354976091004203";3434;1950;2012;;;;;;0;12055;4292;26703;45.7275;9.7126;305;;;;;;;;;;277;"2023-04-12 17:14:18+02"
"AAA00354976091004203";3418;1950;2006;;;;;;0;12055;4299;26630;45.7275;9.7126;305;;;;;;;;;;292;"2023-04-12 17:29:23+02"
"AAA00354976091004203";3416;1943;2000;;;;;;0;12055;4299;26703;45.7275;9.7126;305;;;;;;;;;;233;"2023-04-12 17:44:26+02"
"AAA00354976091004203";3413;1931;1987;;;;;;0;12055;4292;26776;45.7275;9.7126;305;;;;;;;;;;196;"2023-04-12 17:59:31+02"
"AAA00354976091004203";3415;1918;1968;;;;;;0;12055;4299;26703;45.7275;9.7126;305;;;;;;;;;;184;"2023-04-12 18:14:37+02"
"AAA00354976091004203";3415;1906;1950;;;;;;0;12055;4292;26630;45.7275;9.7126;305;;;;;;;;;;129;"2023-04-12 18:29:42+02"
"AAA00354976091004203";3415;1887;1931;;;;;;0;12055;4292;26776;45.7275;9.7126;296;;;;;;;;;;96;"2023-04-12 18:44:40+02"
"AAA00354976091004203";3410;1862;1906;;;;;;0;12055;4299;26776;45.7275;9.7126;296;;;;;;;;;;60;"2023-04-12 18:59:44+02"
"AAA00354976091004203";3416;1843;1931;;;;;;0;12120;4286;26776;45.7275;9.7126;296;;;;;;;;;;89;"2023-04-12 19:14:49+02"
"AAA00354976091004203";3418;1825;1875;;;;;;0;12055;4292;26849;45.7275;9.7126;296;;;;;;;;;;77;"2023-04-12 19:29:53+02"
"AAA00354976091004203";3435;1800;1850;;;;;;0;12055;4299;26922;45.7275;9.7126;296;;;;;;;;;;26;"2023-04-12 19:45:06+02"
"AAA00354976091004203";3422;1787;1825;;;;;;0;12055;4299;26994;45.7275;9.7126;296;;;;;;;;;;52;"2023-04-12 20:00:11+02"
"AAA00354976091004203";3423;1762;1806;;;;;;0;12055;4292;26922;45.7275;9.7126;296;;;;;;;;;;14;"2023-04-12 20:15:16+02"
"AAA00354976091004203";3428;1743;1781;;;;;;0;12055;4292;26994;45.7275;9.7126;296;;;;;;;;;;22;"2023-04-12 20:30:22+02"
"AAA00354976091004203";3428;1737;1768;;;;;;0;12055;4292;26922;45.7275;9.7126;296;;;;;;;;;;14;"2023-04-12 20:45:28+02"
"AAA00354976091004203";3419;1712;1743;;;;;;0;12055;4299;26922;45.7275;9.7126;296;;;;;;;;;;8;"2023-04-12 21:00:32+02"
"AAA00354976091004203";3422;1693;1718;;;;;;0;12055;4292;26849;45.7275;9.7126;296;;;;;;;;;;3;"2023-04-12 21:15:38+02"
"AAA00354976091004203";3418;1668;1693;;;;;;0;12055;4292;26922;45.7275;9.7126;296;;;;;;;;;;2;"2023-04-12 21:30:42+02"
"AAA00354976091004203";3408;1650;1675;;;;;;0;12055;4299;26994;45.7275;9.7126;296;;;;;;;;;;1;"2023-04-12 21:45:48+02"
"AAA00354976091004203";3421;1625;1656;;;;;;0;12055;4299;26994;45.7275;9.7126;296;;;;;;;;;;4;"2023-04-12 22:00:53+02"
"AAA00354976091004203";3414;1612;1637;;;;;;0;12055;4299;26994;45.7275;9.7126;296;;;;;;;;;;0;"2023-04-12 22:15:58+02"
"AAA00354976091004203";3419;1593;1618;;;;;;0;12055;4299;27067;45.7275;9.7126;296;;;;;;;;;;9;"2023-04-12 22:31:02+02"
"AAA00354976091004203";3416;1575;1606;;;;;;0;12055;4299;27067;45.7275;9.7127;306;;;;;;;;;;3;"2023-04-12 22:46:05+02"
"AAA00354976091004203";3420;1568;1587;;;;;;0;12055;4299;27067;45.7275;9.7127;306;;;;;;;;;;1;"2023-04-12 23:01:11+02"
"AAA00354976091004203";3407;1550;1631;;;;;;0;12120;4292;26994;45.7275;9.7127;306;;;;;;;;;;2;"2023-04-12 23:16:16+02"
"AAA00354976091004203";3405;1537;1568;;;;;;0;12055;4299;26922;45.7275;9.7127;306;;;;;;;;;;1;"2023-04-12 23:31:21+02"
"AAA00354976091004203";3418;1518;1543;;;;;;0;12055;4299;26994;45.7275;9.7127;306;;;;;;;;;;1;"2023-04-12 23:46:22+02"
"AAA00354976091004203";3409;1506;1525;;;;;;0;12055;4299;26922;45.7275;9.7127;306;;;;;;;;;;0;"2023-04-13 00:01:26+02"
"AAA00354976091004203";3416;1475;1500;;;;;;0;12055;4292;26994;45.7275;9.7127;306;;;;;;;;;;3;"2023-04-13 00:16:31+02"
"AAA00354976091004203";3420;1462;1487;;;;;;0;12055;4299;27067;45.7275;9.7127;306;;;;;;;;;;2;"2023-04-13 00:31:36+02"
"AAA00354976091004203";3411;1443;1475;;;;;;0;12055;4292;27067;45.7275;9.7127;306;;;;;;;;;;0;"2023-04-13 00:46:41+02"
"AAA00354976091004203";3418;1437;1462;;;;;;0;12055;4299;26994;45.7275;9.7127;306;;;;;;;;;;1;"2023-04-13 01:01:45+02"
"AAA00354976091004203";3420;1412;1443;;;;;;0;12055;4292;27286;45.7275;9.7127;306;;;;;;;;;;0;"2023-04-13 01:16:50+02"
"AAA00354976091004203";3412;1393;1431;;;;;;0;12055;4292;27213;45.7275;9.7127;306;;;;;;;;;;0;"2023-04-13 01:31:55+02"
"AAA00354976091004203";3417;1393;1425;;;;;;0;12055;4292;27286;45.7275;9.7127;306;;;;;;;;;;1;"2023-04-13 01:47:00+02"
"AAA00354976091004203";3412;1375;1412;;;;;;0;12055;4292;27286;45.7275;9.7127;306;;;;;;;;;;0;"2023-04-13 02:02:04+02"
"AAA00354976091004203";3415;1362;1406;;;;;;0;12055;4299;27286;45.7275;9.7127;306;;;;;;;;;;0;"2023-04-13 02:17:08+02"
"AAA00354976091004203";3418;1356;1393;;;;;;0;12055;4299;27359;45.7275;9.7127;306;;;;;;;;;;0;"2023-04-13 02:32:11+02"
"AAA00354976091004203";3402;1350;1393;;;;;;0;12055;4299;27286;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-13 02:47:20+02"
"AAA00354976091004203";3402;1350;1387;;;;;;0;12055;4299;27286;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-13 03:02:25+02"
"AAA00354976091004203";3404;1337;1443;;;;;;0;12120;4299;27504;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-13 03:17:30+02"
"AAA00354976091004203";3408;1337;1387;;;;;;0;12055;4299;27432;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-13 03:32:37+02"
"AAA00354976091004203";3409;1325;1375;;;;;;0;12055;4299;27504;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-13 03:47:36+02"
"AAA00354976091004203";3405;1325;1362;;;;;;0;12055;4292;27504;45.7275;9.7127;302;;;;;;;;;;1;"2023-04-13 04:02:40+02"
"AAA00354976091004203";3395;1318;1356;;;;;;0;12055;4299;27504;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-13 04:17:44+02"
"AAA00354976091004203";3403;1312;1356;;;;;;0;12055;4292;27504;45.7275;9.7127;302;;;;;;;;;;1;"2023-04-13 04:32:48+02"
"AAA00354976091004203";3409;1306;1356;;;;;;0;12055;4292;27504;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-13 04:47:55+02"
"AAA00354976091004203";3395;1312;1350;;;;;;0;12055;4292;27504;45.7275;9.7127;302;;;;;;;;;;1;"2023-04-13 05:03:00+02"
"AAA00354976091004203";3403;1306;1343;;;;;;0;12055;4299;27504;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-13 05:18:04+02"
"AAA00354976091004203";3407;1300;1337;;;;;;0;12055;4292;27504;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-13 05:33:09+02"
"AAA00354976091004203";3400;1300;1343;;;;;;0;12055;4299;27577;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-13 05:48:10+02"
"AAA00354976091004203";3400;1293;1337;;;;;;0;12055;4299;27577;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-13 06:03:14+02"
"AAA00354976091004203";3405;1293;1331;;;;;;0;12055;4299;27577;45.7275;9.7127;302;;;;;;;;;;1;"2023-04-13 06:18:19+02"
"AAA00354976091004203";3403;1287;1331;;;;;;0;12055;4299;27577;45.7275;9.7127;302;;;;;;;;;;1;"2023-04-13 06:33:23+02"
"AAA00354976091004203";3397;1287;1331;;;;;;0;12055;4292;27577;45.7275;9.7127;289;;;;;;;;;;1;"2023-04-13 06:48:31+02"
"AAA00354976091004203";3395;1281;1325;;;;;;0;12055;4292;27504;45.7275;9.7127;289;;;;;;;;;;1;"2023-04-13 07:03:35+02"
"AAA00354976091004203";3413;1281;1381;;;;;;0;12120;4292;27577;45.7275;9.7127;289;;;;;;;;;;3;"2023-04-13 07:18:40+02"
"AAA00354976091004203";3411;1275;1325;;;;;;0;12055;4299;27504;45.7275;9.7127;289;;;;;;;;;;3;"2023-04-13 07:33:45+02"
"AAA00354976091004203";3407;1281;1318;;;;;;0;12055;4299;27577;45.7275;9.7127;289;;;;;;;;;;2;"2023-04-13 07:48:50+02"
"AAA00354976091004203";3418;1268;1306;;;;;;0;12055;4299;27577;45.7275;9.7127;289;;;;;;;;;;4;"2023-04-13 08:03:54+02"
"AAA00354976091004203";3399;1262;1300;;;;;;0;12055;4299;27577;45.7275;9.7127;289;;;;;;;;;;3;"2023-04-13 08:18:58+02"
"AAA00354976091004203";3405;1262;1300;;;;;;0;12055;4299;27577;45.7275;9.7127;289;;;;;;;;;;3;"2023-04-13 08:34:03+02"
"AAA00354976091004203";3399;1256;1300;;;;;;0;12055;4299;27504;45.7275;9.7127;289;;;;;;;;;;1;"2023-04-13 08:49:04+02"
"AAA00354976091004203";3402;1243;1287;;;;;;0;12055;4292;27577;45.7275;9.7127;289;;;;;;;;;;5;"2023-04-13 09:04:09+02"
"AAA00354976091004203";3394;1237;1281;;;;;;0;12055;4292;27504;45.7275;9.7127;289;;;;;;;;;;8;"2023-04-13 09:19:13+02"
"AAA00354976091004203";3404;1237;1281;;;;;;0;12055;4292;27577;45.7275;9.7127;289;;;;;;;;;;1;"2023-04-13 09:34:17+02"
