id,hive,internal,external,board,operational,panel,cell,weight,latitude,longitude,altitude,temperature,pressure,humidity,rain_level,wind_direction,wind_speed,wind_speed_mean,wind_speed_max,wind_direction_at_max_speed,flow,date,temperature_C,lat_lon
3581,AAA00353656109378739,3459,3012,3150,0,11924,4108,97303,457275,97127,301,3909,9853,29,0,22,16,30,72,0,1800,8/7/22 12.53,39,"45.7275, 9.7127"
3582,AAA00353656109378739,3460,3043,3175,0,11924,4122,97268,457275,97127,301,3906,9852,29,0,337,44,31,53,0,1841,8/7/22 13.08,39,"45.7275, 9.7127"
3583,AAA00353656109378739,3451,3068,3200,0,11858,4135,97268,457275,97127,301,3919,9851,29,0,202,7,31,80,0,1688,8/7/22 13.23,39,"45.7275, 9.7127"
3584,AAA00353656109378739,3447,3093,3225,0,11858,4115,97234,457275,97127,301,3858,9851,29,0,292,32,65,164,0,1716,8/7/22 13.38,39,"45.7275, 9.7127"
3585,AAA00353656109378739,3445,3100,3243,0,11924,4142,97268,457275,97127,302,3802,9850,29,0,337,41,63,113,0,1787,8/7/22 13.53,38,"45.7275, 9.7127"
3586,AAA00353656109378739,3460,3106,3243,0,11858,4115,97199,457275,97127,302,3894,9849,29,0,135,104,56,104,135,1796,8/7/22 14.08,39,"45.7275, 9.7127"
3587,AAA00353656109378739,3456,3112,3243,0,11793,4122,97199,457275,97127,302,3984,9849,29,0,157,19,28,56,0,1687,8/7/22 14.23,40,"45.7275, 9.7127"
3588,AAA00353656109378739,3434,3106,3318,0,11924,4128,97199,457275,97127,302,3792,9847,28,0,337,16,30,64,0,1574,8/7/22 14.39,38,"45.7275, 9.7127"
3589,AAA00353656109378739,3457,3106,3262,0,11924,4135,97234,457275,97127,302,3945,9847,28,0,292,40,31,54,0,1676,8/7/22 14.54,39,"45.7275, 9.7127"
3590,AAA00353656109378739,3445,3106,3243,0,11924,4128,97234,457275,97127,302,3994,9845,27,0,247,23,26,70,0,1586,8/7/22 15.09,40,"45.7275, 9.7127"
3591,AAA00353656109378739,3453,3093,3231,0,11924,4122,97199,457275,97127,302,3518,9845,28,0,202,8,18,53,0,1547,8/7/22 15.24,35,"45.7275, 9.7127"
3592,AAA00353656109378739,3452,3087,3225,0,11924,4135,97130,457275,97127,302,3202,9844,29,0,67,18,17,54,0,1629,8/7/22 15.39,32,"45.7275, 9.7127"
3593,AAA00353656109378739,3496,3087,3231,0,11924,4142,97130,457275,97127,302,3099,9844,31,0,247,54,46,79,0,1581,8/7/22 15.54,31,"45.7275, 9.7127"
3594,AAA00353656109378739,3450,3081,3212,0,11924,4149,97095,457275,97127,302,3037,9843,31,0,202,14,23,64,0,1528,8/7/22 16.09,30,"45.7275, 9.7127"
3595,AAA00353656109378739,3425,3075,3206,0,11924,4115,97130,457275,97127,302,3036,9843,32,0,247,17,42,79,0,1526,8/7/22 16.24,30,"45.7275, 9.7127"
3596,AAA00353656109378739,3472,3062,3200,0,11924,4128,97130,457275,97127,302,3029,9842,32,0,0,22,33,88,0,1369,8/7/22 16.39,30,"45.7275, 9.7127"
3597,AAA00353656109378739,3462,3062,3200,0,11924,4128,97130,457275,97127,302,2981,9842,33,0,22,50,23,50,22,1217,8/7/22 16.54,30,"45.7275, 9.7127"
3598,AAA00353656109378739,3444,3056,3187,0,11924,4142,97130,457275,97127,302,2964,9842,33,0,202,0,16,35,0,1499,8/7/22 17.10,30,"45.7275, 9.7127"
3599,AAA00353656109378739,3446,3043,3175,0,11924,4135,97130,457275,97127,302,2952,9841,33,0,202,21,13,50,0,1309,8/7/22 17.25,30,"45.7275, 9.7127"
3600,AAA00353656109378739,3448,3037,3168,0,11924,4122,97130,457275,97127,302,2945,9842,33,0,202,4,9,23,0,1079,8/7/22 17.40,29,"45.7275, 9.7127"
3601,AAA00353656109378739,3453,3031,3168,0,11924,4122,97199,457275,97126,305,2893,9841,33,0,247,8,43,83,0,1250,8/7/22 17.55,29,"45.7275, 9.7127"
3602,AAA00353656109378739,3461,3018,3150,0,11924,4142,97234,457275,97126,305,2869,9841,33,0,202,10,23,36,0,1343,8/7/22 18.10,29,"45.7275, 9.7127"
3603,AAA00353656109378739,3440,3012,3137,0,11924,4115,97165,457275,97126,305,2867,9841,34,0,292,23,23,36,0,1175,8/7/22 18.25,29,"45.7275, 9.7127"
3604,AAA00353656109378739,3491,3006,3212,0,11989,4115,97165,457275,97126,305,2854,9841,34,0,247,14,14,47,0,1122,8/7/22 18.40,29,"45.7275, 9.7127"
3605,AAA00353656109378739,3449,2993,3150,0,11924,4128,97234,457275,97126,305,2841,9842,34,0,292,68,76,108,0,1009,8/7/22 18.55,28,"45.7275, 9.7127"
3606,AAA00353656109378739,3467,2987,3118,0,11924,4122,97130,457275,97126,305,2857,9843,34,0,247,22,27,55,0,924,8/7/22 19.10,29,"45.7275, 9.7127"
3607,AAA00353656109378739,3467,2968,3106,0,11924,4128,97199,457275,97126,305,2814,9844,34,0,292,22,16,31,0,907,8/7/22 19.26,28,"45.7275, 9.7127"
3608,AAA00353656109378739,3481,2962,3093,0,11924,4115,97199,457275,97126,305,2777,9844,34,0,202,0,15,39,0,873,8/7/22 19.41,28,"45.7275, 9.7127"
3609,AAA00353656109378739,3465,2956,3093,0,11924,4135,97165,457275,97126,305,2735,9845,35,0,202,6,18,42,0,726,8/7/22 19.56,27,"45.7275, 9.7127"
3610,AAA00353656109378739,3461,2937,3075,0,11924,4128,97234,457275,97126,305,2644,9846,35,0,247,12,8,12,247,652,8/7/22 20.11,26,"45.7275, 9.7127"
3611,AAA00353656109378739,3433,2912,3043,0,11924,4135,97199,457275,97126,305,2559,9847,36,0,22,8,7,10,0,521,8/7/22 20.26,26,"45.7275, 9.7127"
3612,AAA00353656109378739,3447,2881,3012,0,11924,4142,97199,457275,97126,305,2500,9849,38,0,0,20,10,20,0,435,8/7/22 20.41,25,"45.7275, 9.7127"
3613,AAA00353656109378739,3457,2850,3000,0,11858,4122,97165,457275,97126,305,2436,9850,39,0,292,0,8,26,0,393,8/7/22 20.56,24,"45.7275, 9.7127"
3614,AAA00353656109378739,3442,2818,2956,0,11858,4128,97165,457275,97126,305,2386,9852,40,0,0,0,7,16,0,370,8/7/22 21.11,24,"45.7275, 9.7127"
3615,AAA00353656109378739,3442,2793,2925,0,11924,4128,97130,457275,97126,305,2343,9854,41,0,0,20,11,20,0,306,8/7/22 21.26,23,"45.7275, 9.7127"
3616,AAA00353656109378739,3435,2762,2893,0,11924,4128,97165,457275,97126,305,2289,9857,42,0,0,10,9,11,0,438,8/7/22 21.41,23,"45.7275, 9.7127"
3617,AAA00353656109378739,3432,2731,2875,0,11924,4122,97095,457275,97127,305,2257,9859,43,0,0,7,13,21,0,345,8/7/22 21.57,23,"45.7275, 9.7127"
3618,AAA00353656109378739,3454,2700,2837,0,11924,4108,97061,457275,97127,305,2223,9861,44,0,0,6,6,16,0,401,8/7/22 22.12,22,"45.7275, 9.7127"
3619,AAA00353656109378739,3491,2675,2806,0,11924,4128,97026,457275,97127,305,2190,9863,45,0,22,7,9,20,0,337,8/7/22 22.27,22,"45.7275, 9.7127"
3620,AAA00353656109378739,3444,2656,2875,0,11924,4128,96992,457275,97127,305,2160,9864,45,0,0,11,10,16,0,238,8/7/22 22.42,22,"45.7275, 9.7127"
3621,AAA00353656109378739,3447,2643,2793,0,11924,4142,96992,457275,97127,305,2170,9865,46,0,0,15,21,29,0,196,8/7/22 22.57,22,"45.7275, 9.7127"
3622,AAA00353656109378739,3451,2618,2762,0,11924,4142,96923,457275,97127,305,2169,9866,46,0,0,6,13,22,0,282,8/7/22 23.12,22,"45.7275, 9.7127"
3623,AAA00353656109378739,3432,2600,2737,0,11924,4135,96923,457275,97127,305,2148,9867,46,0,0,8,13,22,0,232,8/7/22 23.27,21,"45.7275, 9.7127"
3624,AAA00353656109378739,3446,2581,2712,0,11924,4128,96923,457275,97127,305,2135,9868,46,0,0,10,12,14,0,242,8/7/22 23.42,21,"45.7275, 9.7127"
3625,AAA00353656109378739,3439,2562,2700,0,11924,4128,96888,457275,97127,305,2112,9869,46,0,0,13,15,20,0,145,8/7/22 23.57,21,"45.7275, 9.7127"
3626,AAA00353656109378739,3444,2543,2675,0,11924,4135,96957,457275,97127,305,2082,9870,47,0,0,10,9,13,0,211,9/7/22 0.13,21,"45.7275, 9.7127"
3627,AAA00353656109378739,3444,2518,2650,0,11924,4128,96888,457275,97127,305,2054,9870,47,0,0,12,13,22,0,173,9/7/22 0.28,21,"45.7275, 9.7127"
3628,AAA00353656109378739,3440,2493,2631,0,11924,4128,96923,457275,97127,305,2018,9870,48,0,0,11,8,11,0,187,9/7/22 0.43,20,"45.7275, 9.7127"
3629,AAA00353656109378739,3453,2481,2618,0,11924,4122,96957,457275,97127,305,2022,9872,48,0,292,27,15,27,292,226,9/7/22 0.58,20,"45.7275, 9.7127"
3630,AAA00353656109378739,3449,2456,2593,0,11858,4142,96957,457275,97127,305,1963,9873,49,0,0,12,8,19,0,126,9/7/22 1.13,20,"45.7275, 9.7127"
3631,AAA00353656109378739,3441,2443,2575,0,11924,4128,96923,457275,97127,305,2003,9874,50,0,0,20,14,26,0,195,9/7/22 1.28,20,"45.7275, 9.7127"
3632,AAA00353656109378739,3443,2431,2562,0,11924,4115,96923,457275,97127,305,1952,9875,50,0,0,8,10,15,0,123,9/7/22 1.43,20,"45.7275, 9.7127"
3633,AAA00353656109378739,3451,2412,2556,0,11924,4142,96888,457275,97127,,1915,9874,50,0,337,12,13,33,0,138,9/7/22 1.58,19,"45.7275, 9.7127"
3634,AAA00353656109378739,3449,2393,2531,0,11924,4149,96923,457275,97127,,1910,9874,51,0,0,18,14,19,0,242,9/7/22 2.13,19,"45.7275, 9.7127"
3635,AAA00353656109378739,3448,2393,2525,0,11989,4128,96957,457275,97127,,1935,9873,51,0,337,7,15,20,0,214,9/7/22 2.28,19,"45.7275, 9.7127"
3636,AAA00353656109378739,3448,2381,2606,0,11989,4122,96957,457275,97127,,1937,9872,52,0,0,16,14,20,0,233,9/7/22 2.43,19,"45.7275, 9.7127"
3637,AAA00353656109378739,3456,2375,2531,0,11924,4122,96923,457275,97127,,1958,9872,52,0,0,38,18,38,0,262,9/7/22 2.58,20,"45.7275, 9.7127"
3638,AAA00353656109378739,3474,2362,2506,0,11858,4128,96957,457275,97127,,1947,9872,52,0,225,4,10,17,0,228,9/7/22 3.13,19,"45.7275, 9.7127"
3639,AAA00353656109378739,3433,2350,2487,0,11924,4128,97026,457275,97127,,1899,9873,53,0,0,13,14,19,0,281,9/7/22 3.29,19,"45.7275, 9.7127"
3640,AAA00353656109378739,3433,2337,2475,0,11924,4122,97026,457275,97127,,1868,9872,53,0,225,7,12,19,0,241,9/7/22 3.44,19,"45.7275, 9.7127"
3641,AAA00353656109378739,3437,2325,2468,0,11924,4135,97026,457275,97127,,1857,9872,54,0,337,17,18,28,0,144,9/7/22 3.59,19,"45.7275, 9.7127"
3642,AAA00353656109378739,3435,2312,2450,0,11924,4115,97095,457275,97127,,1857,9870,54,0,0,10,13,27,0,126,9/7/22 4.14,19,"45.7275, 9.7127"
3643,AAA00353656109378739,3430,2293,2437,0,11858,4135,97130,457275,97127,,1870,9870,54,0,22,7,15,34,0,225,9/7/22 4.29,19,"45.7275, 9.7127"
3644,AAA00353656109378739,3428,2281,2425,0,11924,4122,97165,457275,97127,,1860,9870,54,0,0,6,12,31,0,137,9/7/22 4.44,19,"45.7275, 9.7127"
3645,AAA00353656109378739,3429,2275,2418,0,11924,4128,97130,457275,97127,,1855,9871,54,0,0,40,27,40,0,128,9/7/22 4.59,19,"45.7275, 9.7127"
3646,AAA00353656109378739,3426,2256,2406,0,11924,4135,97199,457275,97127,,1833,9870,55,0,0,6,13,18,0,127,9/7/22 5.14,18,"45.7275, 9.7127"
3647,AAA00353656109378739,3431,2250,2387,0,11924,4128,97165,457275,97127,,1801,9870,55,0,292,18,18,23,0,145,9/7/22 5.29,18,"45.7275, 9.7127"
3648,AAA00353656109378739,3422,2237,2375,0,11924,4128,97234,457275,97127,,1794,9870,55,0,292,35,22,35,292,203,9/7/22 5.44,18,"45.7275, 9.7127"
3649,AAA00353656109378739,3444,2225,2375,0,11924,4135,97268,457274,97127,310,1783,9870,56,0,292,32,22,32,292,449,9/7/22 5.59,18,"45.7275, 9.7127"
3650,AAA00353656109378739,3439,2206,2356,0,11924,4122,97303,457274,97127,310,1795,9872,56,0,292,14,16,34,0,493,9/7/22 6.14,18,"45.7275, 9.7127"
3651,AAA00353656109378739,3425,2206,2350,0,11924,4142,97303,457274,97127,310,1813,9872,56,0,0,13,25,52,0,262,9/7/22 6.30,18,"45.7275, 9.7127"
3652,AAA00353656109378739,3428,2193,2343,0,11924,4115,97268,457274,97127,310,1841,9872,56,0,0,35,24,48,0,301,9/7/22 6.45,18,"45.7275, 9.7127"
3653,AAA00353656109378739,3440,2187,2343,0,11924,4135,97337,457274,97127,310,1871,9872,56,0,0,23,26,34,0,317,9/7/22 7.00,19,"45.7275, 9.7127"
3654,AAA00353656109378739,3426,2187,2331,0,11924,4128,97303,457274,97127,310,2046,9872,56,0,22,21,29,35,0,310,9/7/22 7.15,20,"45.7275, 9.7127"
3655,AAA00353656109378739,3427,2187,2331,0,11858,4128,97268,457274,97127,310,2101,9872,54,0,337,15,21,28,0,372,9/7/22 7.30,21,"45.7275, 9.7127"
3656,AAA00353656109378739,3426,2193,2337,0,11858,4128,97268,457274,97127,310,2124,9873,53,0,0,6,19,37,0,411,9/7/22 7.45,21,"45.7275, 9.7127"
3657,AAA00353656109378739,3426,2206,2350,0,11858,4128,97303,457274,97127,310,2163,9873,53,0,0,22,22,40,0,518,9/7/22 8.00,22,"45.7275, 9.7127"
3658,AAA00353656109378739,3433,2225,2356,0,11858,4128,97268,457274,97127,310,2207,9872,52,0,0,20,16,21,0,788,9/7/22 8.15,22,"45.7275, 9.7127"
3659,AAA00353656109378739,3425,2237,2375,0,11858,4115,97268,457274,97127,310,2281,9872,51,0,0,34,25,36,0,963,9/7/22 8.30,23,"45.7275, 9.7127"
3660,AAA00353656109378739,3429,2262,2393,0,11924,4142,97199,457274,97127,310,2327,9872,50,0,22,39,21,40,0,1132,9/7/22 8.45,23,"45.7275, 9.7127"
3661,AAA00353656109378739,3425,2281,2418,0,11924,4122,97234,457274,97127,310,2412,9872,49,0,337,0,5,18,0,976,9/7/22 9.01,24,"45.7275, 9.7127"
3662,AAA00353656109378739,3431,2300,2437,0,11858,4128,97199,457274,97127,310,2502,9873,47,0,337,33,20,38,0,981,9/7/22 9.16,25,"45.7275, 9.7127"
3663,AAA00353656109378739,3435,2325,2462,0,11924,4128,97165,457274,97127,310,2629,9872,45,0,247,45,24,45,247,889,9/7/22 9.31,26,"45.7275, 9.7127"
3664,AAA00353656109378739,3431,2368,2500,0,11924,4122,97165,457274,97127,310,2874,9871,43,0,247,56,25,56,247,863,9/7/22 9.46,29,"45.7275, 9.7127"
3665,AAA00353656109378739,3476,2418,2556,0,11924,4128,97130,457274,97127,,2934,9871,40,0,135,10,58,112,0,984,9/7/22 10.01,29,"45.7275, 9.7127"
3666,AAA00353656109378739,3476,2468,2600,0,11924,4149,97095,457274,97127,,3060,9870,39,0,135,13,37,73,0,1170,9/7/22 10.16,31,"45.7275, 9.7127"
3667,AAA00353656109378739,3424,2531,2668,0,11924,4108,97130,457274,97127,,3174,9870,37,0,202,33,24,39,0,1284,9/7/22 10.31,32,"45.7275, 9.7127"
3668,AAA00353656109378739,3446,2587,2812,0,11989,4108,97095,457274,97127,,3135,9869,36,0,22,31,67,110,0,1142,9/7/22 10.46,31,"45.7275, 9.7127"
3669,AAA00353656109378739,3421,2650,2812,0,11924,4122,97061,457274,97127,,3295,9869,35,0,292,50,39,102,0,1415,9/7/22 11.01,33,"45.7275, 9.7127"
3670,AAA00353656109378739,3420,2706,2837,0,11924,4122,96957,457274,97127,,3377,9869,34,0,202,0,46,90,0,1365,9/7/22 11.17,34,"45.7275, 9.7127"
3671,AAA00353656109378739,3420,2750,2881,0,11924,4135,96957,457274,97127,,3463,9868,33,0,247,30,50,90,0,1535,9/7/22 11.32,35,"45.7275, 9.7127"
3672,AAA00353656109378739,3425,2800,2931,0,11924,4115,96957,457274,97127,,3547,9867,32,0,202,26,47,93,0,1420,9/7/22 11.47,35,"45.7275, 9.7127"
3673,AAA00353656109378739,3444,2843,2975,0,11858,4122,96992,457274,97127,,3622,9866,31,0,135,68,49,84,0,1513,9/7/22 12.02,36,"45.7275, 9.7127"
3674,AAA00353656109378739,3455,2893,3018,0,11924,4142,96957,457274,97127,,3756,9865,31,0,135,7,30,81,0,1777,9/7/22 12.17,38,"45.7275, 9.7127"
3675,AAA00353656109378739,3453,2937,3056,0,11924,4128,96957,457274,97127,,3856,9865,30,0,202,51,29,56,0,1693,9/7/22 12.32,39,"45.7275, 9.7127"
3676,AAA00353656109378739,3465,2975,3118,0,11793,4122,96992,457274,97127,,3818,9864,29,0,22,13,31,70,0,1604,9/7/22 12.47,38,"45.7275, 9.7127"
3677,AAA00353656109378739,3459,3012,3143,0,11858,4128,96957,457274,97127,,3701,9862,29,0,0,15,41,99,0,1866,9/7/22 13.02,37,"45.7275, 9.7127"
3678,AAA00353656109378739,3517,3043,3168,0,11858,4122,96957,457274,97127,,3858,9861,29,0,292,3,36,105,0,1837,9/7/22 13.17,39,"45.7275, 9.7127"
3679,AAA00353656109378739,3504,3056,3187,0,11924,4142,96957,457274,97127,,3732,9859,29,0,135,36,22,39,0,1511,9/7/22 13.32,37,"45.7275, 9.7127"
3680,AAA00353656109378739,3479,3062,3212,0,11858,4128,96957,457274,97127,,3682,9857,28,0,337,25,47,89,0,1693,9/7/22 13.47,37,"45.7275, 9.7127"
3681,AAA00353656109378739,3470,3075,3206,0,11924,4128,96888,457275,97127,289,3615,9856,30,0,202,15,18,40,0,1475,9/7/22 14.02,36,"45.7275, 9.7127"
3682,AAA00353656109378739,3478,3081,3212,0,11858,4135,96923,457275,97127,289,3886,9854,29,0,202,29,11,29,202,1584,9/7/22 14.17,39,"45.7275, 9.7127"
3683,AAA00353656109378739,3498,3081,3231,0,11924,4128,96888,457275,97127,289,3789,9853,28,0,0,15,10,28,0,1342,9/7/22 14.33,38,"45.7275, 9.7127"
3684,AAA00353656109378739,3471,3075,3237,0,11858,4128,96923,457275,97127,289,3610,9852,29,0,202,3,8,24,0,1323,9/7/22 14.48,36,"45.7275, 9.7127"
3685,AAA00353656109378739,3456,3068,3212,0,11924,4128,96923,457275,97127,289,3497,9851,28,0,202,6,29,104,0,1644,9/7/22 15.03,35,"45.7275, 9.7127"
3686,AAA00353656109378739,3450,3062,3193,0,11924,4128,96923,457275,97127,289,3128,9849,31,0,202,33,18,38,0,1435,9/7/22 15.18,31,"45.7275, 9.7127"
3687,AAA00353656109378739,3459,3050,3181,0,11858,4108,96854,457275,97127,289,3003,9848,32,0,135,44,37,64,0,1330,9/7/22 15.33,30,"45.7275, 9.7127"
3688,AAA00353656109378739,3452,3037,3200,0,11924,4135,96854,457275,97127,289,2931,9848,33,0,247,25,38,118,0,1241,9/7/22 15.48,29,"45.7275, 9.7127"
3689,AAA00353656109378739,3463,3025,3162,0,11924,4122,96819,457275,97127,289,2916,9846,33,0,22,38,20,46,0,1210,9/7/22 16.03,29,"45.7275, 9.7127"
3690,AAA00353656109378739,3470,3018,3143,0,11924,4128,96854,457275,97127,289,2953,9844,34,0,135,8,25,62,0,1089,9/7/22 16.18,30,"45.7275, 9.7127"
3691,AAA00353656109378739,3465,3006,3137,0,11924,4135,96819,457275,97127,289,2930,9843,34,0,247,10,14,28,0,1112,9/7/22 16.33,29,"45.7275, 9.7127"
3692,AAA00353656109378739,3455,2993,3168,0,11924,4128,96785,457275,97127,289,2983,9843,34,0,135,16,12,27,0,1165,9/7/22 16.48,30,"45.7275, 9.7127"
3693,AAA00353656109378739,3480,2987,3125,0,11858,4122,96854,457275,97127,289,2984,9842,34,0,135,78,33,78,135,1082,9/7/22 17.03,30,"45.7275, 9.7127"
3694,AAA00353656109378739,3427,2981,3112,0,11924,4122,96819,457275,97127,289,2966,9841,34,0,247,0,15,33,0,941,9/7/22 17.18,30,"45.7275, 9.7127"
3695,AAA00353656109378739,3443,2975,3106,0,11858,4128,96785,457275,97127,289,2918,9840,34,0,22,10,6,18,0,1000,9/7/22 17.34,29,"45.7275, 9.7127"
3696,AAA00353656109378739,3452,2975,3131,0,11924,4122,96819,457275,97128,301,2896,9838,34,0,247,15,13,39,0,852,9/7/22 17.50,29,"45.7275, 9.7127"
3697,AAA00353656109378739,3452,2962,3100,0,11858,4142,96819,457275,97128,301,2796,9837,35,0,135,5,3,12,0,1104,9/7/22 18.04,28,"45.7275, 9.7127"
3698,AAA00353656109378739,3458,2956,3087,0,11924,4135,96819,457275,97128,301,2759,9836,36,0,135,100,38,100,135,826,9/7/22 18.19,28,"45.7275, 9.7127"
3699,AAA00353656109378739,3446,2950,3106,0,11989,4128,96819,457275,97128,301,2737,9834,36,0,247,0,27,63,0,1045,9/7/22 18.34,27,"45.7275, 9.7127"
3700,AAA00353656109378739,3444,2943,3125,0,11924,4115,96819,457275,97128,301,2730,9833,36,0,202,38,21,58,0,1019,9/7/22 18.49,27,"45.7275, 9.7127"
3701,AAA00353656109378739,3442,2937,3068,0,11924,4122,96785,457275,97128,301,2730,9832,37,0,0,42,14,42,0,1097,9/7/22 19.04,27,"45.7275, 9.7127"
3702,AAA00353656109378739,3442,2918,3050,0,11924,4128,96819,457275,97128,301,2704,9832,37,0,67,65,39,65,67,1231,9/7/22 19.19,27,"45.7275, 9.7127"
3703,AAA00353656109378739,3455,2906,3037,0,11924,4128,96819,457275,97128,301,2666,9833,38,0,202,11,43,88,0,1185,9/7/22 19.34,27,"45.7275, 9.7127"
3704,AAA00353656109378739,3448,2900,3075,0,11924,4108,96819,457275,97128,301,2643,9834,38,0,202,0,15,44,0,910,9/7/22 19.49,26,"45.7275, 9.7127"
3705,AAA00353656109378739,3457,2887,3025,0,11924,4142,96785,457275,97128,301,2591,9834,39,0,202,26,13,28,0,971,9/7/22 20.04,26,"45.7275, 9.7127"
3706,AAA00353656109378739,3487,2875,3006,0,11858,4128,96819,457275,97128,301,2543,9834,39,0,135,0,25,75,0,768,9/7/22 20.20,25,"45.7275, 9.7127"
3707,AAA00353656109378739,3467,2862,2987,0,11858,4115,96785,457275,97128,301,2500,9835,40,0,337,16,5,17,0,606,9/7/22 20.35,25,"45.7275, 9.7127"
3708,AAA00353656109378739,3451,2831,3006,0,11858,4122,96785,457275,97128,301,2413,9836,41,0,0,0,6,26,0,426,9/7/22 20.50,24,"45.7275, 9.7127"
3709,AAA00353656109378739,3463,2793,2937,0,11924,4108,96854,457275,97128,301,2337,9837,43,0,292,0,3,13,0,303,9/7/22 21.05,23,"45.7275, 9.7127"
3710,AAA00353656109378739,3460,2762,2900,0,11924,4142,96819,457275,97128,301,2271,9839,44,0,292,7,2,8,0,283,9/7/22 21.20,23,"45.7275, 9.7127"
3711,AAA00353656109378739,3452,2731,2862,0,11924,4128,96819,457275,97128,301,2244,9842,45,0,337,8,9,10,0,277,9/7/22 21.35,22,"45.7275, 9.7127"
3712,AAA00353656109378739,3457,2706,2881,0,11858,4128,96854,457275,97127,297,2228,9844,46,0,337,4,9,18,0,402,9/7/22 21.50,22,"45.7275, 9.7127"
3713,AAA00353656109378739,3470,2675,2812,0,11858,4115,96819,457275,97127,297,2191,9845,46,0,292,23,6,23,292,433,9/7/22 22.05,22,"45.7275, 9.7127"
3714,AAA00353656109378739,3468,2650,2781,0,11924,4142,96854,457275,97127,297,2175,9846,47,0,0,4,6,15,0,334,9/7/22 22.20,22,"45.7275, 9.7127"
3715,AAA00353656109378739,3458,2625,2800,0,11924,4122,96854,457275,97127,297,2147,9848,48,0,292,0,4,15,0,273,9/7/22 22.35,21,"45.7275, 9.7127"
3716,AAA00353656109378739,3447,2606,2781,0,11924,4135,96785,457275,97127,297,2127,9849,49,0,292,7,6,15,0,232,9/7/22 22.50,21,"45.7275, 9.7127"
3717,AAA00353656109378739,3455,2581,2718,0,11858,4142,96854,457275,97127,297,2108,9849,50,0,0,0,5,18,0,203,9/7/22 23.05,21,"45.7275, 9.7127"
3718,AAA00353656109378739,3458,2562,2693,0,11924,4122,96819,457275,97127,297,2086,9851,50,0,292,3,10,23,0,288,9/7/22 23.21,21,"45.7275, 9.7127"
3719,AAA00353656109378739,3511,2537,2668,0,11858,4128,96854,457275,97127,297,2053,9851,51,0,67,8,7,15,0,129,9/7/22 23.36,21,"45.7275, 9.7127"
3720,AAA00353656109378739,3469,2525,2693,0,11924,4128,96854,457275,97127,297,2063,9851,52,0,0,20,16,28,0,192,9/7/22 23.51,21,"45.7275, 9.7127"
3721,AAA00353656109378739,3446,2500,2637,0,11924,4128,96854,457275,97127,297,2015,9851,52,0,0,2,7,13,0,187,10/7/22 0.06,20,"45.7275, 9.7127"
3722,AAA00353656109378739,3447,2481,2612,0,11924,4128,96854,457275,97127,297,2014,9851,52,0,0,21,10,21,0,199,10/7/22 0.21,20,"45.7275, 9.7127"
3723,AAA00353656109378739,3463,2462,2593,0,11924,4122,96819,457275,97127,297,1974,9851,52,0,292,0,3,10,0,142,10/7/22 0.36,20,"45.7275, 9.7127"
3724,AAA00353656109378739,3466,2437,2606,0,11924,4122,96819,457275,97127,297,1956,9851,52,0,0,0,7,24,0,175,10/7/22 0.51,20,"45.7275, 9.7127"
3725,AAA00353656109378739,3456,2418,2556,0,11924,4142,96888,457275,97127,297,1930,9850,52,0,22,6,4,10,0,114,10/7/22 1.06,19,"45.7275, 9.7127"
3726,AAA00353656109378739,3461,2400,2537,0,11924,4115,96854,457275,97127,297,1924,9851,52,0,0,3,8,16,0,188,10/7/22 1.21,19,"45.7275, 9.7127"
3727,AAA00353656109378739,3457,2393,2525,0,11924,4135,96854,457275,97127,297,1950,9850,51,0,0,28,19,38,0,151,10/7/22 1.36,20,"45.7275, 9.7127"
3728,AAA00353656109378739,3457,2375,2543,0,11924,4115,96854,457276,97127,307,1929,9849,51,0,0,8,13,18,0,178,10/7/22 1.51,19,"45.7275, 9.7127"
3729,AAA00353656109378739,3449,2368,2500,0,11924,4142,96854,457276,97127,307,1918,9848,51,0,0,6,14,27,0,157,10/7/22 2.06,19,"45.7275, 9.7127"
3730,AAA00353656109378739,3453,2356,2487,0,11924,4128,96785,457276,97127,307,1912,9847,51,0,0,10,11,23,0,138,10/7/22 2.22,19,"45.7275, 9.7127"
3731,AAA00353656109378739,3452,2331,2518,0,11924,4128,96854,457276,97127,307,1868,9846,51,0,0,16,16,22,0,122,10/7/22 2.37,19,"45.7275, 9.7127"
3732,AAA00353656109378739,3449,2325,2493,0,11924,4128,96819,457276,97127,307,1844,9845,51,0,0,14,16,24,0,157,10/7/22 2.52,18,"45.7275, 9.7127"
3733,AAA00353656109378739,3457,2300,2437,0,11924,4135,96785,457276,97127,307,1810,9844,51,0,0,16,15,18,0,139,10/7/22 3.07,18,"45.7275, 9.7127"
3734,AAA00353656109378739,3457,2281,2418,0,11858,4128,96819,457276,97127,307,1800,9844,52,0,0,3,11,20,0,156,10/7/22 3.22,18,"45.7275, 9.7127"
3735,AAA00353656109378739,3456,2275,2400,0,11924,4128,96854,457276,97127,307,1799,9842,53,0,0,13,15,18,0,251,10/7/22 3.37,18,"45.7275, 9.7127"
3736,AAA00353656109378739,3432,2256,2418,0,11793,4128,96854,457276,97127,307,1795,9841,53,0,0,14,16,26,0,201,10/7/22 3.52,18,"45.7275, 9.7127"
3737,AAA00353656109378739,3444,2243,2381,0,11924,4142,96854,457276,97127,307,1780,9839,53,0,0,11,18,29,0,163,10/7/22 4.07,18,"45.7275, 9.7127"
