"hive";"internal";"external";"board";"temp1";"temp2";"temp3";"temp4";"temp5";"operational";"panel";"cell";"weight";"latitude";"longitude";"altitude";"temperature";"pressure";"humidity";"rain_level";"wind_direction";"wind_speed";"wind_speed_mean";"wind_speed_max";"wind_direction_at_max_speed";"flow";"date"
"AAA00354976091004203";1055;1056;1318;;;;;;0;12055;4299;16506;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 10:17:36+02"
"AAA00354976091004203";1194;1193;1518;;;;;;0;12120;4279;16360;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 10:32:40+02"
"AAA00354976091004203";1348;1343;1587;;;;;;0;12055;4299;16288;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 10:47:43+02"
"AAA00354976091004203";1348;1481;1693;;;;;;0;12055;4292;16215;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 11:02:47+02"
"AAA00354976091004203";1513;1618;1793;;;;;;0;12055;4299;16069;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 11:17:57+02"
"AAA00354976091004203";1659;1737;1893;;;;;;0;12055;4292;16069;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 11:33:02+02"
"AAA00354976091004203";1794;1868;2081;;;;;;0;12055;4292;15996;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 11:48:07+02"
"AAA00354976091004203";1935;2006;2387;;;;;;0;12055;4292;15996;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 12:03:12+02"
"AAA00354976091004203";2032;2143;2600;;;;;;0;12055;4292;15996;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 12:18:23+02"
"AAA00354976091004203";2128;2218;2412;;;;;;0;12055;4299;15923;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 12:33:28+02"
"AAA00354976091004203";2214;2256;2368;;;;;;0;12055;4299;15923;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 12:48:33+02"
